
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
2.640	-0.279	0.000	0.000	-0.0067	0.000	0.000	2.640	-0.052	0.000	0.000	-0.0012	0.000	0.000	2.640	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	2.640	0.052	0.000	0.000	0.0012	0.000	0.000	2.640	0.052	0.000	-43.633	0.0012	0.000	-1.042	2.640	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.320	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	5.280	0.000	-0.436	10.908	0.0000	-0.010	0.260	1.056	0.052	0.000	0.000	0.0012	0.000	0.000	2.640	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.264	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.640	0.000	0.000	0.000	0.0000	0.000	0.000	2.640	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	2.640	0.140	0.000	43.633	0.0033	0.000	1.042	2.640	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	2.640	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.640	0.105	-0.873	-3.331E-14	0.0025	-0.021	1.041E-15	2.640	0.192	-0.873	0.000	0.0046	-0.021	-2.082E-15	2.640	0.279	-0.873	0.000	0.0067	-0.021	0.000	2.640	0.384	-0.873	-43.633	0.0092	-0.021	-1.042
2.650	-0.279	-0.873	-43.633	-0.0067	-0.021	-1.042	2.650	-0.052	0.000	0.000	-0.0012	0.000	0.000	2.650	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	2.650	0.052	0.000	0.000	0.0012	0.000	0.000	2.650	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	2.650	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.325	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	5.300	0.000	0.000	10.908	0.0000	0.000	0.260	1.060	0.052	0.000	0.000	0.0012	0.000	0.000	2.650	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.265	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.650	0.000	0.000	0.000	0.0000	0.000	0.000	2.650	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	2.650	0.140	0.873	43.633	0.0033	0.021	1.042	2.650	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	2.650	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.650	0.087	-0.873	43.633	0.0021	-0.021	1.042	2.650	0.192	-0.873	0.000	0.0046	-0.021	-2.082E-15	2.650	0.262	-0.873	6.661E-14	0.0062	-0.021	0.000	2.650	0.367	-1.745	0.000	0.0087	-0.042	4.337E-15
2.660	-0.297	-0.873	43.633	-0.0071	-0.021	1.042	2.660	-0.052	0.000	0.000	-0.0012	0.000	0.000	2.660	0.017	0.000	43.633	4.1667E-4	0.000	1.042	2.660	0.052	0.000	-43.633	0.0012	0.000	-1.042	2.660	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	2.660	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.330	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	5.320	0.000	0.000	0.000	0.0000	0.000	0.000	1.064	0.052	0.000	0.000	0.0012	0.000	0.000	2.660	-0.052	0.000	0.000	-0.0012	0.000	0.000	0.266	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.660	0.000	0.000	0.000	0.0000	0.000	0.000	2.660	0.017	0.000	43.633	4.1667E-4	0.000	1.042	2.660	0.157	0.873	-43.633	0.0037	0.021	-1.042	2.660	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	2.660	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.660	0.087	0.000	3.331E-14	0.0021	0.000	-1.041E-15	2.660	0.175	-0.873	6.661E-14	0.0042	-0.021	0.000	2.660	0.262	-0.873	-43.633	0.0062	-0.021	-1.042	2.660	0.349	-0.873	43.633	0.0083	-0.021	1.042
2.670	-0.297	0.000	43.633	-0.0071	0.000	1.042	2.670	-0.052	0.000	43.633	-0.0012	0.000	1.042	2.670	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.670	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	2.670	0.035	0.000	43.633	8.3333E-4	0.000	1.042	2.670	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.335	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	5.340	0.000	0.000	-10.908	0.0000	0.000	-0.260	1.068	0.052	0.000	0.000	0.0012	0.000	0.000	2.670	-0.052	0.000	43.633	-0.0012	0.000	1.042	0.267	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.670	0.000	0.000	0.000	0.0000	0.000	0.000	2.670	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.670	0.157	0.000	-43.633	0.0037	0.000	-1.042	2.670	0.000	0.873	-43.633	0.0000	0.021	-1.042	2.670	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.670	0.087	-0.873	-43.633	0.0021	-0.021	-1.042	2.670	0.175	-0.873	6.661E-14	0.0042	-0.021	0.000	2.670	0.244	-1.745	-6.661E-14	0.0058	-0.042	0.000	2.670	0.349	-0.873	0.000	0.0083	-0.021	-4.337E-15
2.680	-0.297	0.000	0.000	-0.0071	0.000	0.000	2.680	-0.052	0.873	43.633	-0.0012	0.021	1.042	2.680	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.680	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	2.680	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.680	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.340	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	5.360	0.000	-0.436	-10.908	0.0000	-0.010	-0.260	1.072	0.052	0.000	0.000	0.0012	0.000	0.000	2.680	-0.052	0.873	43.633	-0.0012	0.021	1.042	0.268	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.680	0.000	0.000	0.000	0.0000	0.000	0.000	2.680	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.680	0.157	0.000	0.000	0.0037	0.000	0.000	2.680	0.000	0.000	-43.633	0.0000	0.000	-1.042	2.680	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.680	0.070	-0.873	0.000	0.0017	-0.021	0.000	2.680	0.157	-0.873	-6.661E-14	0.0037	-0.021	0.000	2.680	0.227	-0.873	43.633	0.0054	-0.021	1.042	2.680	0.332	-0.873	1.388E-13	0.0079	-0.021	4.337E-15
2.690	-0.297	0.000	0.000	-0.0071	0.000	0.000	2.690	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	2.690	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.690	0.035	0.000	43.633	8.3333E-4	0.000	1.042	2.690	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.690	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.345	-0.017	0.000	174.533	-4.1667E-4	0.000	4.167	5.380	-0.017	-0.436	10.908	-4.1667E-4	-0.010	0.260	1.076	0.052	0.000	0.000	0.0012	0.000	0.000	2.690	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	0.269	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.690	0.000	0.000	0.000	0.0000	0.000	0.000	2.690	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.690	0.157	0.000	43.633	0.0037	0.000	1.042	2.690	0.000	0.000	43.633	0.0000	0.000	1.042	2.690	-0.192	0.000	0.000	-0.0046	0.000	0.000	2.690	0.070	-0.873	0.000	0.0017	-0.021	0.000	2.690	0.157	-0.873	-6.661E-14	0.0037	-0.021	0.000	2.690	0.227	-0.873	6.661E-14	0.0054	-0.021	0.000	2.690	0.332	-0.873	-43.633	0.0079	-0.021	-1.042
2.700	-0.297	0.000	-43.633	-0.0071	0.000	-1.042	2.700	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	2.700	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.700	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.700	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.700	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.350	-0.017	1.745	174.533	-4.1667E-4	0.042	4.167	5.400	-0.017	0.000	10.908	-4.1667E-4	0.000	0.260	1.080	0.052	0.000	0.000	0.0012	0.000	0.000	2.700	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	0.270	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.700	0.000	0.000	0.000	0.0000	0.000	0.000	2.700	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.700	0.157	0.873	43.633	0.0037	0.021	1.042	2.700	0.000	0.873	43.633	0.0000	0.021	1.042	2.700	-0.192	0.000	43.633	-0.0046	0.000	1.042	2.700	0.052	-0.873	-1.665E-14	0.0012	-0.021	5.204E-16	2.700	0.140	-0.873	3.331E-14	0.0033	-0.021	0.000	2.700	0.209	-0.873	-6.661E-14	0.0050	-0.021	2.082E-15	2.700	0.314	-1.745	-1.388E-13	0.0075	-0.042	-2.082E-15
2.710	-0.297	-0.873	-43.633	-0.0071	-0.021	-1.042	2.710	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	2.710	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.710	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.710	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.710	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.355	0.000	1.745	-174.533	0.0000	0.042	-4.167	5.420	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.084	0.052	0.000	0.000	0.0012	0.000	0.000	2.710	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.271	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.710	0.000	0.000	0.000	0.0000	0.000	0.000	2.710	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.710	0.175	0.873	-43.633	0.0042	0.021	-1.042	2.710	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	2.710	-0.192	0.873	43.633	-0.0046	0.021	1.042	2.710	0.052	-0.873	-1.665E-14	0.0012	-0.021	5.204E-16	2.710	0.140	-0.873	3.331E-14	0.0033	-0.021	0.000	2.710	0.209	-0.873	-6.661E-14	0.0050	-0.021	2.082E-15	2.710	0.297	-0.873	43.633	0.0071	-0.021	1.042
2.720	-0.314	-0.873	43.633	-0.0075	-0.021	1.042	2.720	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	2.720	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	2.720	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.720	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	2.720	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.360	0.000	0.000	-174.533	0.0000	0.000	-4.167	5.440	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.088	0.052	0.000	0.000	0.0012	0.000	0.000	2.720	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.272	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.720	0.000	0.000	0.000	0.0000	0.000	0.000	2.720	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.720	0.175	0.000	-43.633	0.0042	0.000	-1.042	2.720	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	2.720	-0.175	0.873	-43.633	-0.0042	0.021	-1.042	2.720	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	2.720	0.122	-0.873	0.000	0.0029	-0.021	0.000	2.720	0.192	-0.873	0.000	0.0046	-0.021	-2.082E-15	2.720	0.297	-0.873	0.000	0.0071	-0.021	0.000
2.730	-0.314	0.000	43.633	-0.0075	0.000	1.042	2.730	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	2.730	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	2.730	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.730	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	2.730	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.365	0.000	0.000	0.000	0.0000	0.000	0.000	5.460	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.092	0.052	0.000	0.000	0.0012	0.000	0.000	2.730	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.273	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.730	0.000	0.000	0.000	0.0000	0.000	0.000	2.730	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.730	0.175	0.000	0.000	0.0042	0.000	0.000	2.730	0.017	0.000	43.633	4.1667E-4	0.000	1.042	2.730	-0.175	0.000	-43.633	-0.0042	0.000	-1.042	2.730	0.035	0.000	1.110E-14	8.3333E-4	0.000	-3.469E-16	2.730	0.122	-0.873	0.000	0.0029	-0.021	0.000	2.730	0.192	-0.873	-43.633	0.0046	-0.021	-1.042	2.730	0.279	-0.873	0.000	0.0067	-0.021	0.000
2.740	-0.314	0.000	0.000	-0.0075	0.000	0.000	2.740	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	2.740	0.000	-0.873	43.633	0.0000	-0.021	1.042	2.740	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.740	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	2.740	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.370	0.000	0.000	0.000	0.0000	0.000	0.000	5.480	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.096	0.052	0.000	0.000	0.0012	0.000	0.000	2.740	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.274	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.740	0.000	0.000	0.000	0.0000	0.000	0.000	2.740	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.740	0.175	0.000	0.000	0.0042	0.000	0.000	2.740	0.017	0.873	43.633	4.1667E-4	0.021	1.042	2.740	-0.175	0.000	0.000	-0.0042	0.000	0.000	2.740	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	2.740	0.105	-0.873	-3.331E-14	0.0025	-0.021	1.041E-15	2.740	0.175	-1.745	6.661E-14	0.0042	-0.042	0.000	2.740	0.279	-0.873	-43.633	0.0067	-0.021	-1.042
2.750	-0.314	0.000	0.000	-0.0075	0.000	0.000	2.750	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	2.750	0.000	0.000		0.0000	0.000		2.750	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.750	0.017	0.000	43.633	4.1667E-4	0.000	1.042	2.750	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.375	0.000	0.000	0.000	0.0000	0.000	0.000	5.500	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.100	0.052	0.000	0.000	0.0012	0.000	0.000	2.750	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	0.275	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.750	0.000	0.000	0.000	0.0000	0.000	0.000	2.750	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.750	0.175	0.000	0.000	0.0042	0.000	0.000	2.750	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	2.750	-0.175	0.000	0.000	-0.0042	0.000	0.000	2.750	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	2.750	0.105	-0.873	-3.331E-14	0.0025	-0.021	1.041E-15	2.750	0.157	-0.873	43.633	0.0037	-0.021	1.042	2.750	0.262	-1.745	6.661E-14	0.0062	-0.042	0.000
2.760	-0.314	0.000	0.000	-0.0075	0.000	0.000	2.760	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042								2.760	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.760	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.760	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.380	0.000	0.000	0.000	0.0000	0.000	0.000	5.520	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.104	0.052	0.000	0.000	0.0012	0.000	0.000	2.760	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	0.276	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.760	0.000	0.000	0.000	0.0000	0.000	0.000	2.760	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.760	0.175	0.000	0.000	0.0042	0.000	0.000	2.760	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	2.760	-0.175	0.000	0.000	-0.0042	0.000	0.000	2.760	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.760	0.087	-0.873	3.331E-14	0.0021	-0.021	-1.041E-15	2.760	0.157	-0.873	-6.661E-14	0.0037	-0.021	0.000	2.760	0.244	-0.873	43.633	0.0058	-0.021	1.042
2.770	-0.314	0.000	43.633	-0.0075	0.000	1.042	2.770	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042								2.770	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	2.770	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.770	0.017	0.000	0.000	4.1667E-4	0.000	0.000	1.385	0.000	0.000	0.000	0.0000	0.000	0.000	5.540	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.108	0.052	0.000	0.000	0.0012	0.000	0.000	2.770	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042	0.277	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.770	0.000	0.000	0.000	0.0000	0.000	0.000	2.770	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.770	0.175	0.000	0.000	0.0042	0.000	0.000	2.770	0.035	0.000	0.000	8.3333E-4	0.000	0.000	2.770	-0.175	0.000	0.000	-0.0042	0.000	0.000	2.770	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	2.770	0.087	-0.873	3.331E-14	0.0021	-0.021	-1.041E-15	2.770	0.140	-0.873	3.331E-14	0.0033	-0.021	0.000	2.770	0.244	-0.873	-43.633	0.0058	-0.021	-1.042
2.780	-0.314	0.873	43.633	-0.0075	0.021	1.042	2.780	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042								2.780	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	2.780	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.780	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	1.390	0.000	0.000	0.000	0.0000	0.000	0.000	5.560	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.112	0.052	0.000	0.000	0.0012	0.000	0.000	2.780	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	0.278	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.780	0.000	0.000	0.000	0.0000	0.000	0.000	2.780	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.780	0.175	0.000	0.000	0.0042	0.000	0.000	2.780	0.035	0.000	43.633	8.3333E-4	0.000	1.042	2.780	-0.175	0.000	0.000	-0.0042	0.000	0.000	2.780	0.000	-0.873	43.633	0.0000	-0.021	1.042	2.780	0.070	-0.873	0.000	0.0017	-0.021	0.000	2.780	0.140	-0.873	3.331E-14	0.0033	-0.021	0.000	2.780	0.227	-1.745	6.661E-14	0.0054	-0.042	0.000
2.790	-0.297	0.873	-43.633	-0.0071	0.021	-1.042	2.790	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042								2.790	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	2.790	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.790	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	1.395	0.000	0.000	0.000	0.0000	0.000	0.000	5.580	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.116	0.052	0.000	0.000	0.0012	0.000	0.000	2.790	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	0.279	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.790	0.000	0.000	0.000	0.0000	0.000	0.000	2.790	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.790	0.175	0.000	0.000	0.0042	0.000	0.000	2.790	0.035	0.873	43.633	8.3333E-4	0.021	1.042	2.790	-0.175	0.000	43.633	-0.0042	0.000	1.042	2.790	0.000	0.000	0.000	0.0000	0.000	0.000	2.790	0.070	-0.873	0.000	0.0017	-0.021	0.000	2.790	0.122	-0.873	0.000	0.0029	-0.021	0.000	2.790	0.209	-0.873	43.633	0.0050	-0.021	1.042
2.800	-0.297	0.000	-43.633	-0.0071	0.000	-1.042	2.800	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000								2.800	0.017	0.000	43.633	4.1667E-4	0.000	1.042	2.800	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.800	0.000	-0.873	43.633	0.0000	-0.021	1.042	1.400	0.000	0.000	0.000	0.0000	0.000	0.000	5.600	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.120	0.052	0.000	0.000	0.0012	0.000	0.000	2.800	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.280	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.800	0.000	0.000	0.000	0.0000	0.000	0.000	2.800	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.800	0.175	0.000	0.000	0.0042	0.000	0.000	2.800	0.052	0.873	-43.633	0.0012	0.021	-1.042	2.800	-0.175	0.873	43.633	-0.0042	0.021	1.042	2.800	0.000	-0.873	-43.633	0.0000	-0.021	-1.042	2.800	0.052	-0.873	43.633	0.0012	-0.021	1.042	2.800	0.122	-0.873	-9.659E-13	0.0029	-0.021	-2.325E-14	2.800	0.209	-0.873	-1.038E-12	0.0050	-0.021	-2.099E-14
2.810	-0.297	0.000	0.000	-0.0071	0.000	0.000	2.810	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000								2.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.810	0.000	0.000	43.633	0.0000	0.000	1.042	1.405	0.000	0.000	0.000	0.0000	0.000	0.000	5.620	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.124	0.052	0.000	0.000	0.0012	0.000	0.000	2.810	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.281	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.810	0.000	0.000	0.000	0.0000	0.000	0.000	2.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.810	0.175	0.000	0.000	0.0042	0.000	0.000	2.810	0.052	0.000	-43.633	0.0012	0.000	-1.042	2.810	-0.157	0.873	-43.633	-0.0037	0.021	-1.042	2.810	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	2.810	0.052	0.000	-1.665E-14	0.0012	0.000	5.204E-16	2.810	0.105	-0.873	-3.331E-14	0.0025	-0.021	1.041E-15	2.810	0.192	-0.873	0.000	0.0046	-0.021	-2.082E-15
2.820	-0.297	0.000	43.633	-0.0071	0.000	1.042	2.820	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000								2.820	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.820	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	2.820	0.000	0.000	0.000	0.0000	0.000	0.000	1.410	0.000	0.000	0.000	0.0000	0.000	0.000	5.640	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.128	0.052	0.000	0.000	0.0012	0.000	0.000	2.820	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	0.282	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.820	0.000	0.000	0.000	0.0000	0.000	0.000	2.820	0.017	0.000	0.000	4.1667E-4	0.000	0.000	2.820	0.175	0.000	0.000	0.0042	0.000	0.000	2.820	0.052	0.000	0.000	0.0012	0.000	0.000	2.820	-0.157	0.000	-43.633	-0.0037	0.000	-1.042	2.820	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	2.820	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	2.820	0.105	-0.873	9.326E-13	0.0025	-0.021	2.429E-14	2.820	0.192	-0.873	9.714E-13	0.0046	-0.021	2.099E-14
